 67, 25,102,354, 418,1038,2796,1972,2112, 697, 278, 269
 85, 55,102,121, 562,1269,2789,2593,1957,1288, 434, 152
 59, 86,203,311, 686,1795,2476,1970,1262, 707,  90,  99
128,144,286,271, 476, 908,2456,2052,1748, 610,  98,  25
151,385,220,135, 328,1818,2875,2418,1738, 544, 199, 264
 63,324,256,523, 264,1541,2217,3014,1003, 205, 238, 128
156,126, 68,156, 390,1278,3164,2955,1573, 424,  59,  18
162, 57, 30,605, 519,2098,2961,2226,1608, 369, 101, 244
 54, 42, 79,211, 357,2117,2377,2827,2028,1085, 379,   3
162, 13,241,196, 441,1925,1534,2110,1794, 725, 415, 114
 70,187,129,309, 362,1058,3206,2579,1215, 660, 559,  25
 12,310,163,204, 701,2151,2642,1881,1170, 731, 179, 208
 12,121,147,345, 634,1616,3208,2328,1828, 410, 206, 156
183,256,390,259, 631,1567,2298,2131,1810, 887, 545,  61
 12, 93, 33,233, 481,1991,2582,2897,2036,1473, 508,  29
 32,346,146,233, 714,2143,2466,2755,2678,1595, 316,  46
106, 20,145,186, 880,1813,1435,2205,1055, 147, 472, 111
374,122,115,203, 512,1794,2712,2808,1531, 707, 590, 137
207, 87,255,228, 454,1426,2916,1628,1220, 484, 303,   5
295, 23,110,319, 295,1672,2666,2362,1958, 663, 191,  46
228, 47, 42,169, 371,1803,2910,2028,1949, 518, 648,  92
107,263,158,207, 398, 936,2970,2604,1720, 608, 207, 139
141, 70, 54,226, 406,1108,2999,2250,2269, 617, 628, 106
 43, 24, 94,305, 806,1871,2858,2133,1174, 720, 434, 176
267, 50,418,270, 518, 815,2876,3236,2099, 531, 109,  57
 79,232,163,233, 441,1611,3194,2218,1507, 613, 611,  94
 99,282, 86,229, 409,1541,2834,1982,1320,1238, 169, 168
178,152, 97,406, 458,1828,2870,2212,1301, 919, 200, 264
 88,116,113,249, 537,1731,2801,1783,1729, 973, 593,  98
 41,174, 97,212, 431,1148,2826,2898,1898,1282, 464, 245
 14,160,113,222, 656,1121,3136,2041,1736, 703, 606,  79
 78,202,107,359,1010,2023,2572,3103,2060, 913, 197, 175
147, 75, 88,257, 332,2035,2548,2838,1713, 693, 341,  51
147,105, 64,283, 205,1402,3047,2218,1768, 544, 108,  90
 60,291,182,187, 837,2394,2604,2189,1895, 702, 625, 103
 10,410,119,485, 470,1557,3283,1891,1688, 947, 214, 100
115,146,154,193, 645,2388,2678,2420,1596, 783, 167,  33
 73,161,179,288, 287,1474,2528,2367,1525, 935, 333,  12
 75,171,341,193, 673,1693,2883,2843,1112, 722, 455, 150
196,104, 70,231, 608,1643,2183,2098,1359, 681, 272, 126
133,274, 92,341, 425,1738,3225,2808,1806, 382, 206, 222
405, 75,113,352, 765,1533,2971,2137,2041, 985, 186,  35
189,280,506,238, 400,1372,3460,2974,1397, 954, 300,  88
236, 56, 47,339, 405,1588,3137,2257,2126, 829, 200,  28
 10,111,151,431, 527,2075,2822,2767,1372, 885, 850, 316
169,109,162,306, 395,1227,2909,2960,2357, 688,  67, 194
254,141,118,275, 652,1505,2794,2608,1832, 659, 815,  35
 41,109, 53,370, 804,1380,2946,2382,2329, 997, 106,  11
 58,178,224, 80, 440,1468,3229,2237,1835, 520, 331,  72
 59, 21,279,362, 470,1551,2543,2076,1218, 795, 339,   9
 22,115,153,273, 647,1617,2766,2367,1179, 811,  63, 180
192, 43,101,273, 366,1563,3000,2868,1798, 932, 137,  18
129,162,118,197, 442,1382,2837,2229,2405, 798,  18, 134
156, 29,125,284, 659,1797,2239,3039,2225,1452, 315, 106
 86, 72,162,226, 870,2079,3415,2538,1800,1525, 484,  90
244, 70,260,191, 494,1453,2619,2603,1210, 597, 261,  65
 70,106, 97,282, 602,1151,2899,2701,2142,1020, 350,  49
203,102, 96,228, 585,1573,3211,2501,2156,1333, 214,  43
 89, 11,232,130, 555,1461,2777,2502,1657, 761, 391,  50
166,245,163,175, 675,1870,3162,2737,2433,1257, 186,  71
 91,110,115,346, 581,1059,2594,2363,2082, 844, 152, 288
 73, 52,141,321, 472,1525,2396,3029,1629, 989, 229, 100
 14, 58, 83,249, 437,1437,3130,2637,2021, 734, 258,  65
 55, 92,149,243, 346,1104,2669,1894,1427, 362, 158, 221
147, 52, 51,161, 520,1658,2375,1982,1384, 580, 612, 179
 92, 27,528,225, 333,1414,2924,2574,1689, 420, 132, 496
150,121,201,269, 316,1365,2886,1947,1348, 703, 238,  70
 40, 28, 95,242, 557,1210,3004,2387,1709, 596, 439, 139
169,207,184,240, 580,2108,2228,2989,2073, 762, 194,   8
114,103, 93,460, 702,2194,2493,2588,1593,1052, 138, 100
 25,131, 48,206, 448,1226,1838,2172,1292, 633, 308, 160
 47,119, 78,195, 488,1412,2787,3075,1860,1259, 196, 178
 19, 39,139,222, 606,1059,2736,2282,1403,1066, 119,  42
 67, 96,137,164, 406,1801,2901,2647,2278,1217, 250,  28
 47, 81,125,298, 367,1419,2882,2786,1481, 319, 617,  40
 70, 57, 84,489, 719,1883,3106,2395,1448, 893, 714,  86
 73,216,195,234, 503,1996,2761,2735,1601, 551, 442, 230
146,273, 99,158, 405,1434,2258,1990,1395, 461, 883, 120
 44, 53,169,246, 441,2151,2783,2534,1360, 518, 242, 178
163, 73,247,276, 583,1387,2889,2263,1983, 510, 292, 128
167,111,249,366, 504,1296,2163,2685,1210, 487, 504,  57
 73,106,127,354, 549,1378,2737,2934,2507, 900, 122, 262
161,266,122,279, 390,1739,2612,2591,1425, 601, 132,  78
171, 69, 96,236, 439,1404,2534,2185,1475,1138, 193, 131
148,281, 75,310, 435,1776,2384,2135,1135, 707, 386, 169
113, 93,167,216, 448,1158,2068,2370,1375, 867, 542, 235
 25,112,188,319, 503,1565,3232,2762,2056, 502, 225, 102
 61, 38,191,166, 426,1835,2862,2311,1658, 485, 149, 121
 52,256,237,299,1077,1721,2630,2836,1899,1007, 335,  88
 90, 75,127,263, 506,1858,2607,2431,1265, 649, 353, 146
 55, 78, 40,130, 494,1367,2552,2724,1505, 618, 446,  42
 44,131,174,256, 522,1660,2811,1894,2095, 902, 309, 207
147,147,125,350, 398,2033,3341,2706,1495, 874, 299,  40
271,102,184,173, 782,1217,2847,2439,1693, 874, 348,  47
123,132,115,242, 403,1769,2454,2737,1550, 951, 129, 173
100, 36,144,378, 395,1653,2691,2541,1660, 714, 586, 568
122,125,261,284, 417,1440,2597,2441,2114,1179, 458, 124
 44, 93, 26,128, 914,1677,2499,2027,1875,1268, 167,  40
 50,215, 74,278, 785,1880,2570,2169,1239, 453, 129,  75
 48, 63,101,355, 608,2203,2680,1899,1163,1156, 190, 109
117,140,127,262, 548,1703,1213,2278,1274, 651, 208,  40
 42,233,178,231, 263,1617,2931,2272,1741,1024, 128, 120
138, 29, 53,425, 800,1600,2180,2425,1212, 962, 168,  17
184,123,213,339, 434,1422,2970,1879,2014,1132, 259, 122
 11, 26,317,254, 858,1547,2851,2900,1755, 617, 334,  39
  8,288,142,322, 450,1949,2796,2577,2149, 582, 168, 172
111,109,405,216, 441,2035,2444,2629,1714, 533, 313,  51
 36, 18, 98,136, 496, 899,2688,1952,1481, 763, 574, 132
 63, 48, 93,293, 616,1383,2915,2571,1988, 802, 713, 221
 24,111, 88,334, 500,1846,2402,2809,1972, 426, 217,  60
182, 25, 39,343, 252,1127,2520,2576,1828, 650, 344,  57
 47,265, 99,273, 549,2285,3122,2467,1599,1397, 149,  39
133,233,211,134, 648, 908,2564,2190,1702, 618, 150,  99
152, 42,375,540, 458,1862,2305,1855,1259, 366, 443, 123
 50, 50,139,199, 604,1475,2981,2306,1687, 521,  80,  70
