"Year";"Target ENSO index (ERSSTv4 Nino3.4, SST °C, anomalies wrt to 1981-2010)";"Full Period PC1 (Patched)";"Full Period PC1 upper CI";"Full Period PC1 lower CI";"Full Period PC1 31-year filtered";"Full Period PC1 31-year filtered upper CI";"Full Period PC1 31-year filtered lower CI"
1754;NA;-1.5495;-0.3938;-2.7051;-0.5473;-0.1283;-0.9184
1755;NA;-1.4395;-0.2839;-2.5952;-0.5669;-0.1663;-0.9564
1756;NA;-1.1744;-0.0188;-2.3301;-0.5453;-0.1762;-0.9664
1757;NA;-0.9212;0.2345;-2.0769;-0.5049;-0.1323;-0.9224
1758;NA;-0.4282;0.7274;-1.5839;-0.4553;-0.0465;-0.8366
1759;NA;0.0572;1.2129;-1.0984;-0.4063;0.0639;-0.7263
1760;NA;-0.3172;0.8385;-1.4728;-0.3135;0.1814;-0.6088
1761;NA;0.3681;1.5238;-0.7875;-0.1625;0.2888;-0.5014
1762;NA;0.0041;1.1597;-1.1516;-0.0086;0.3687;-0.4214
1763;NA;0.4715;1.6272;-0.6841;0.0932;0.4282;-0.3619
1764;NA;0.2068;1.3625;-0.9488;0.1472;0.484;-0.3061
1765;NA;0.3179;1.4735;-0.8378;0.1929;0.533;-0.2571
1766;NA;0.8375;1.9931;-0.3182;0.2275;0.5722;-0.2179
1767;NA;0.2063;1.3619;-0.9494;0.2483;0.5985;-0.1916
1768;NA;-0.6123;0.5434;-1.7679;0.2312;0.6091;-0.181
1769;NA;-0.1;1.0557;-1.2557;0.1756;0.5953;-0.1948
1770;NA;0.1341;1.2897;-1.0216;0.1133;0.558;-0.2321
1771;NA;0.6111;1.7667;-0.5446;0.0764;0.5082;-0.2819
1772;NA;0.0844;1.2401;-1.0712;0.0517;0.4568;-0.3334
1773;NA;-0.3996;0.7561;-1.5552;0.0188;0.4148;-0.3753
1774;NA;0.2136;1.3692;-0.9421;-0.0019;0.3932;-0.3969
1775;NA;-0.24;0.9157;-1.3956;0.005;0.4001;-0.39
1776;NA;0.19;1.3457;-0.9656;0.0296;0.4247;-0.3654
1777;NA;0.1529;1.3086;-1.0027;0.0544;0.4495;-0.3407
1778;NA;-0.3859;0.7697;-1.5416;0.0618;0.4569;-0.3333
1779;NA;-0.0524;1.1032;-1.2081;0.0419;0.4384;-0.3518
1780;NA;0.4058;1.5615;-0.7499;0.0072;0.4103;-0.3798
1781;NA;-0.2501;0.9056;-1.4057;-0.026;0.3924;-0.3978
1782;NA;0.1161;1.2718;-1.0395;-0.0416;0.3855;-0.4046
1783;NA;0.2742;1.4299;-0.8814;-0.0504;0.3794;-0.4107
1784;NA;0.3769;1.5325;-0.7788;-0.0649;0.3772;-0.4129
1785;NA;0.3335;1.4892;-0.8221;-0.0719;0.3817;-0.4085
1786;NA;-0.2553;0.9003;-1.411;-0.0581;0.3959;-0.3942
1787;NA;-0.5649;0.5908;-1.7205;-0.0092;0.4228;-0.3673
1788;NA;-0.198;0.9577;-1.3536;0.0646;0.4601;-0.3301
1789;NA;-0.8038;0.3518;-1.9595;0.1397;0.5028;-0.2873
1790;NA;-0.7441;0.4115;-1.8998;0.1928;0.5505;-0.2396
1791;NA;0.6642;1.8199;-0.4914;0.2465;0.6024;-0.1877
1792;NA;1.1423;2.2979;-0.0134;0.322;0.6579;-0.1322
1793;NA;0.7184;1.8741;-0.4372;0.3935;0.7164;-0.0737
1794;NA;0.3999;1.5556;-0.7557;0.4356;0.7783;-0.0118
1795;NA;1.1461;2.3017;-0.0096;0.4607;0.8444;0.0543
1796;NA;0.8891;2.0448;-0.2665;0.4885;0.9148;0.1247
1797;NA;0.6116;1.7673;-0.544;0.5048;0.9894;0.1993
1798;NA;0.0772;1.2329;-1.0784;0.495;1.0682;0.278
1799;NA;0.4528;1.6085;-0.7028;0.4267;1.1511;0.361
1800;NA;-0.0372;0.9313;-1.0057;0.306;0.4495;-0.3599
1801;NA;-0.6735;0.295;-1.642;0.1763;0.4072;-0.4022
1802;NA;0.1436;1.1121;-0.8249;0.0813;0.3669;-0.4425
1803;NA;1.0192;1.9877;0.0507;-0.0049;0.3286;-0.4808
1804;NA;0.3874;1.3559;-0.5811;-0.1079;0.2925;-0.5169
1805;NA;-0.1816;0.7869;-1.1501;-0.1844;0.2586;-0.5508
1806;NA;-1.1745;-0.2061;-2.143;-0.2173;0.2263;-0.583
1807;NA;-0.4976;0.4709;-1.4661;-0.2294;0.1945;-0.6149
1808;NA;-0.2856;0.6828;-1.2541;-0.2367;0.1632;-0.6462
1809;NA;-0.2138;0.7547;-1.1823;-0.2556;0.1338;-0.6756
1810;NA;-0.2096;0.7589;-1.1781;-0.2864;0.1078;-0.7015
1811;NA;-0.2984;0.6701;-1.2669;-0.3172;0.0806;-0.7287
1812;NA;-0.176;0.7925;-1.1445;-0.3448;0.0522;-0.7571
1813;NA;-0.54;0.4285;-1.5085;-0.366;0.0306;-0.7787
1814;NA;-0.2585;0.7099;-1.227;-0.3754;0.0233;-0.786
1815;NA;-0.3007;0.6678;-1.2692;-0.3741;0.0274;-0.782
1816;NA;0.5563;1.5248;-0.4121;-0.3689;0.0348;-0.7745
1817;NA;0.0826;1.051;-0.8859;-0.3667;0.038;-0.7713
1818;NA;-1.0179;-0.0494;-1.9864;-0.3744;0.0329;-0.7764
1819;NA;-1.7287;-0.7602;-2.6972;-0.3894;0.0246;-0.7848
1820;NA;-0.6325;0.336;-1.601;-0.4039;0.0184;-0.7909
1821;NA;0.0584;1.0269;-0.91;-0.4102;0.0088;-0.8006
1822;NA;-0.5533;0.4152;-1.5218;-0.4209;-0.0083;-0.8176
1823;NA;-0.1426;0.8259;-1.1111;-0.4411;-0.0247;-0.8341
1824;NA;0.1185;1.0869;-0.85;-0.4522;-0.0326;-0.842
1825;NA;-0.0166;0.9519;-0.9851;-0.4357;-0.0239;-0.8333
1826;NA;-0.3101;0.6584;-1.2786;-0.3821;0.0093;-0.8001
1827;NA;-0.0737;0.8947;-1.0422;-0.3048;0.0794;-0.7299
1828;NA;-0.8666;0.1018;-1.8351;-0.2189;0.1782;-0.6311
1829;NA;-0.6978;0.2706;-1.6663;-0.1398;0.2828;-0.5266
1830;NA;-0.7667;0.2018;-1.7351;-0.0506;0.37;-0.4394
1831;NA;-0.3395;0.629;-1.308;0.0598;0.4616;-0.3477
1832;NA;0.3233;1.2918;-0.6452;0.1675;0.569;-0.2403
1833;NA;0.7909;1.7593;-0.1776;0.249;0.6537;-0.1557
1834;NA;0.6602;1.6286;-0.3083;0.3415;0.7373;-0.0721
1835;NA;0.3896;1.3581;-0.5789;0.4573;0.8453;0.0359
1836;NA;0.7479;1.7164;-0.2205;0.5352;0.9448;0.1355
1837;NA;0.8615;1.83;-0.107;0.5656;1.0032;0.1938
1838;NA;1.2446;2.2131;0.2761;0.5806;1.0029;0.1936
1839;NA;0.5514;1.5199;-0.417;0.5823;0.9734;0.1641
1840;NA;0.6394;1.6079;-0.3291;0.5729;0.9516;0.1422
1841;NA;0.1004;1.0689;-0.8681;0.5181;0.9319;0.1226
1842;NA;-0.2966;0.6719;-1.2651;0.4124;0.8928;0.0835
1843;NA;0.3021;1.2706;-0.6664;0.3006;0.8466;0.0372
1844;NA;0.59;1.5585;-0.3784;0.2277;0.8056;-0.0038
1845;NA;0.7725;1.7409;-0.196;0.1897;0.7642;-0.0451
1846;NA;-0.0489;0.9195;-1.0174;0.1539;0.7136;-0.0958
1847;NA;-0.3589;0.6096;-1.3274;0.1213;0.6611;-0.1483
1848;NA;-0.3344;0.6341;-1.3029;0.0929;0.6086;-0.2008
1849;NA;-0.2479;0.7206;-1.2164;0.0809;0.5528;-0.2565
1850;NA;0.5895;1.558;-0.3789;0.0858;0.4938;-0.3156
1851;NA;-0.0218;0.9467;-0.9903;0.0916;0.4312;-0.3781
1852;NA;0.2379;1.2063;-0.7306;0.0821;0.3651;-0.4443
1853;NA;0.1424;1.1109;-0.8261;0.052;0.2951;-0.5143
1854;-0.8587;0.2323;0.8105;-0.3459;0.0133;0.3617;-0.1491
1855;0.0525;0.3837;0.9619;-0.1945;-0.0236;0.3153;-0.1955
1856;-0.894;-0.1075;0.4707;-0.6857;-0.0487;0.2732;-0.2376
1857;-0.628;0.0061;0.5843;-0.5721;-0.0657;0.2358;-0.275
1858;-0.555;0.0527;0.631;-0.5255;-0.0839;0.2036;-0.3073
1859;-0.6964;-0.3184;0.2598;-0.8966;-0.101;0.1762;-0.3346
1860;-1.0054;-0.7209;-0.1427;-1.2991;-0.1151;0.1532;-0.3576
1861;-0.8151;-0.3695;0.2087;-0.9477;-0.1257;0.1341;-0.3767
1862;-0.7329;-0.3501;0.2282;-0.9283;-0.134;0.1187;-0.3921
1863;-0.7203;-0.416;0.1622;-0.9942;-0.1406;0.1095;-0.4013
1864;-0.3771;0.3577;0.9359;-0.2205;-0.1458;0.1076;-0.4032
1865;-0.3406;0.2777;0.856;-0.3005;-0.1456;0.1108;-0.4
1866;-0.5961;-0.0065;0.5718;-0.5847;-0.1386;0.1166;-0.3943
1867;-0.7174;0.009;0.5872;-0.5692;-0.1296;0.1226;-0.3882
1868;-0.1857;0.3656;0.9438;-0.2126;-0.1145;0.1365;-0.3743
1869;-0.8581;-0.167;0.4112;-0.7453;-0.0915;0.1608;-0.35
1870;-1.4935;-0.4384;0.1399;-1.0166;-0.0692;0.1851;-0.3257
1871;-0.6072;-0.5108;0.0675;-1.089;-0.0562;0.1992;-0.3116
1872;-1.1207;-0.3826;0.1956;-0.9609;-0.0643;0.1955;-0.3153
1873;-1.1063;0.1402;0.7184;-0.438;-0.0884;0.1797;-0.3311
1874;-1.5121;-0.3415;0.2367;-0.9197;-0.111;0.1612;-0.3496
1875;-1.1399;-0.1555;0.4227;-0.7337;-0.1145;0.1498;-0.361
1876;-0.9228;-0.0782;0.5;-0.6564;-0.087;0.155;-0.3558
1877;0.895;1.1877;1.7659;0.6095;-0.0396;0.1931;-0.3177
1878;0.0356;0.3831;0.9613;-0.1951;0.0106;0.2572;-0.2537
1879;-1.2974;-0.6887;-0.1105;-1.2669;0.0463;0.3217;-0.1891
1880;-0.3907;-0.511;0.0673;-1.0892;0.0814;0.3612;-0.1496
1881;-0.3192;-0.1246;0.4536;-0.7028;0.1286;0.383;-0.1278
1882;-0.6508;-0.2883;0.2899;-0.8665;0.1685;0.4054;-0.1054
1883;-0.6717;0.0748;0.653;-0.5034;0.1821;0.4197;-0.0911
1884;-0.1409;0.7325;1.3107;0.1543;0.1634;0.4173;-0.0935
1885;-0.017;1.0111;1.5893;0.4329;0.1276;0.3901;-0.1207
1886;-1.2103;0.0445;0.6227;-0.5338;0.0867;0.3453;-0.1655
1887;-0.9257;-0.3531;0.2251;-0.9313;0.0528;0.2971;-0.2137
1888;0.6983;0.9188;1.497;0.3406;0.0047;0.26;-0.2509
1889;-0.461;0.1491;0.7273;-0.4291;-0.0686;0.2111;-0.2997
1890;-1.2893;-0.646;-0.0678;-1.2242;-0.1397;0.1336;-0.3772
1891;-0.2681;0.0287;0.6069;-0.5495;-0.181;0.0498;-0.461
1892;-1.2486;-0.7862;-0.208;-1.3644;-0.2124;-0.0176;-0.5284
1893;-1.645;-0.8839;-0.3057;-1.4622;-0.2573;-0.0461;-0.5569
1894;-1.0998;-0.4737;0.1046;-1.0519;-0.2927;-0.0268;-0.5376
1895;-0.4711;-0.1933;0.3849;-0.7715;-0.296;0.0214;-0.4894
1896;0.2653;0.3275;0.9057;-0.2507;-0.223;0.079;-0.4318
1897;-0.1919;-0.257;0.3212;-0.8352;-0.1015;0.1265;-0.3843
1898;-0.9546;-0.7571;-0.1789;-1.3353;-0.0166;0.1962;-0.3146
1899;-0.0717;0.0225;0.6007;-0.5558;0.0425;0.306;-0.2048
1900;0.1991;0.1875;0.7658;-0.3907;0.1254;0.4144;-0.0964
1901;-0.3897;0.2772;0.8554;-0.301;0.2053;0.48;-0.0308
1902;0.6957;0.9974;1.5756;0.4192;0.2552;0.502;-0.0088
1903;-0.6181;0.4791;1.0573;-0.0991;0.269;0.5117;9e-04
1904;-0.4416;0.4055;0.9837;-0.1727;0.2655;0.5155;0.0047
1905;0.8668;0.9955;1.5737;0.4172;0.2556;0.5199;0.0091
1906;-0.5687;0.4397;1.0179;-0.1385;0.25;0.5122;0.0014
1907;-0.5941;-0.0813;0.4969;-0.6595;0.2333;0.4828;-0.028
1908;-0.9432;-0.3109;0.2673;-0.8891;0.1948;0.4432;-0.0676
1909;-1.3619;-0.6879;-0.1097;-1.2661;0.1523;0.4049;-0.1059
1910;-1.6026;-0.7284;-0.1502;-1.3066;0.1238;0.3792;-0.1316
1911;-0.3848;0.2463;0.8245;-0.3319;0.1038;0.3592;-0.1516
1912;-0.0662;0.543;1.1212;-0.0353;0.0796;0.335;-0.1758
1913;-0.1892;0.421;0.9993;-0.1572;0.0583;0.3137;-0.1971
1914;0.551;0.9081;1.4863;0.3299;0.0472;0.3027;-0.2082
1915;-0.158;0.5245;1.1027;-0.0538;0.0593;0.3148;-0.1961
1916;-1.5263;-0.6767;-0.0985;-1.2549;0.091;0.3464;-0.1644
1917;-1.8186;-0.7004;-0.1222;-1.2786;0.1244;0.3799;-0.131
1918;-0.1137;0.4278;1.0061;-0.1504;0.142;0.3974;-0.1134
1919;-0.3795;0.5187;1.097;-0.0595;0.1406;0.396;-0.1148
1920;-0.1303;0.2189;0.7971;-0.3593;0.1319;0.3873;-0.1235
1921;-0.8141;-0.1094;0.4688;-0.6876;0.1199;0.3753;-0.1355
1922;-0.9866;-0.4044;0.1738;-0.9826;0.1086;0.364;-0.1468
1923;-0.3569;0.286;0.8642;-0.2922;0.1067;0.3581;-0.1527
1924;-1.0114;0.1944;0.7726;-0.3838;0.1128;0.3564;-0.1544
1925;-0.3303;0.4348;1.013;-0.1434;0.1163;0.3545;-0.1563
1926;-0.1294;0.5365;1.1147;-0.0417;0.1063;0.3478;-0.1631
1927;-0.5594;-0.4261;0.1521;-1.0043;0.0613;0.3315;-0.1793
1928;-0.5212;-0.5314;0.0468;-1.1096;-0.0048;0.286;-0.2248
1929;-0.524;0.0838;0.662;-0.4944;-0.0497;0.214;-0.2968
1930;0.2936;0.9398;1.518;0.3616;-0.0766;0.1451;-0.3657
1931;-0.2037;0.3998;0.978;-0.1784;-0.1094;0.1086;-0.4022
1932;-0.5251;-0.4484;0.1298;-1.0267;-0.1379;0.1084;-0.4024
1933;-1.3546;-0.9363;-0.3581;-1.5145;-0.1514;0.1215;-0.3893
1934;-0.8878;-0.3577;0.2205;-0.9359;-0.1365;0.137;-0.3738
1935;-0.596;-0.4716;0.1066;-1.0498;-0.1007;0.144;-0.3668
1936;-0.5716;-0.1426;0.4356;-0.7208;-0.0653;0.1597;-0.3511
1937;-0.5529;-0.3231;0.2551;-0.9013;-0.0513;0.1944;-0.3164
1938;-1.3721;-0.4482;0.13;-1.0264;-0.0481;0.2269;-0.284
1939;-0.5453;-0.2753;0.3029;-0.8535;-0.0375;0.2356;-0.2752
1940;0.678;1.1708;1.749;0.5926;-0.0299;0.2262;-0.2847
1941;0.8253;1.3981;1.9764;0.8199;-0.0357;0.2166;-0.2942
1942;-0.7222;0.1495;0.7277;-0.4287;-0.0573;0.2046;-0.3063
1943;-0.9056;-0.6271;-0.0489;-1.2053;-0.0879;0.1875;-0.3233
1944;-0.4701;-0.3018;0.2764;-0.88;-0.123;0.163;-0.3478
1945;-0.4682;-0.5731;0.0051;-1.1513;-0.1585;0.1008;-0.41
1946;-0.3473;-0.2963;0.2819;-0.8745;-0.2245;-0.0016;-0.5125
1947;-0.5468;-0.3978;0.1805;-0.976;-0.3279;-0.1051;-0.6159
1948;-0.7255;-0.5264;0.0518;-1.1046;-0.4295;-0.1703;-0.6811
1949;-0.9406;-0.5698;0.0084;-1.148;-0.4899;-0.2045;-0.7153
1950;-1.2872;-1.158;-0.5798;-1.7362;-0.5072;-0.2367;-0.7475
1951;-0.1286;0.0298;0.608;-0.5484;-0.509;-0.2599;-0.7707
1952;-0.1537;-0.1953;0.383;-0.7735;-0.5007;-0.2673;-0.7782
1953;0.3106;0.1164;0.6946;-0.4618;-0.4875;-0.2457;-0.7565
1954;-0.7266;-0.7194;-0.1412;-1.2976;-0.4576;-0.1982;-0.709
1955;-1.2732;-1.2604;-0.6822;-1.8386;-0.4062;-0.1427;-0.6536
1956;-0.853;-1.1533;-0.5751;-1.7315;-0.349;-0.0972;-0.608
1957;0.436;0.2945;0.8727;-0.2837;-0.3018;-0.0481;-0.5589
1958;0.4219;0.8741;1.4523;0.2959;-0.2432;0.0206;-0.4902
1959;-0.2959;-0.2935;0.2847;-0.8717;-0.167;0.0947;-0.4161
1960;-0.3867;-0.3183;0.2599;-0.8965;-0.1118;0.16;-0.3508
1961;-0.4905;-0.3125;0.2657;-0.8907;-0.0693;0.2023;-0.3085
1962;-0.6674;-0.5693;0.0089;-1.1476;-0.0173;0.2306;-0.2802
1963;0.1317;0.3067;0.885;-0.2715;0.0269;0.2583;-0.2525
1964;-0.8092;-0.3064;0.2718;-0.8846;0.0461;0.2781;-0.2327
1965;0.3777;0.7611;1.3393;0.1829;0.0175;0.2825;-0.2283
1966;0.0114;0.468;1.0462;-0.1102;-0.0478;0.2433;-0.2675
1967;-0.6377;-0.1143;0.4639;-0.6925;-0.1159;0.1641;-0.3467
1968;-0.2948;-0.1362;0.442;-0.7144;-0.153;0.085;-0.4258
1969;0.408;0.3726;0.9508;-0.2056;-0.1792;0.0462;-0.4646
1970;-0.6033;-0.5764;0.0018;-1.1546;-0.2214;0.0333;-0.4775
1971;-1.1757;-1.1955;-0.6173;-1.7737;-0.2563;0.0145;-0.4963
1972;0.6061;0.7467;1.3249;0.1685;-0.2605;0.0035;-0.5074
1973;-0.8305;-0.5212;0.057;-1.0995;-0.2297;0.0139;-0.4969
1974;-1.114;-1.1963;-0.6181;-1.7745;-0.1852;0.0642;-0.4466
1975;-1.215;-1.2174;-0.6392;-1.7957;-0.1415;0.1481;-0.3627
1976;-0.3296;-0.0635;0.5147;-0.6417;-0.076;0.2429;-0.2679
1977;0.2646;1.0652;1.6434;0.487;0.0199;0.3255;-0.1853
1978;-0.3546;0.2843;0.8625;-0.2939;0.1101;0.3731;-0.1377
1979;0.017;0.5071;1.0853;-0.0711;0.1586;0.4016;-0.1092
1980;0.0534;0.5012;1.0794;-0.077;0.1779;0.4341;-0.0767
1981;-0.398;0.2223;0.8005;-0.3559;0.1981;0.459;-0.0518
1982;0.8251;1.0282;1.6064;0.45;0.2101;0.4645;-0.0463
1983;0.3549;0.9603;1.5385;0.3821;0.2045;0.4551;-0.0558
1984;-0.5834;-0.1637;0.4145;-0.7419;0.1841;0.4399;-0.0709
1985;-0.6494;-0.0906;0.4876;-0.6688;0.1557;0.4144;-0.0964
1986;0.0865;0.418;0.9962;-0.1602;0.1164;0.3742;-0.1366
1987;1.0838;1.1036;1.6818;0.5254;0.0633;0.3159;-0.1949
1988;-0.9297;-0.7121;-0.1339;-1.2903;-0.0089;0.2409;-0.2699
1989;-0.7612;-1.0989;-0.5207;-1.6771;-0.1019;0.1519;-0.3589
1990;0.1185;0.0469;0.6251;-0.5313;-0.2135;0.0518;-0.459
NA;0.6341;NA;NA;NA;NA;NA;NA
NA;0.6674;NA;NA;NA;NA;NA;NA
NA;0.3639;NA;NA;NA;NA;NA;NA
NA;0.4552;NA;NA;NA;NA;NA;NA
NA;-0.1308;NA;NA;NA;NA;NA;NA
NA;-0.4166;NA;NA;NA;NA;NA;NA
NA;1.0444;NA;NA;NA;NA;NA;NA
NA;-0.0191;NA;NA;NA;NA;NA;NA
NA;-1.1412;NA;NA;NA;NA;NA;NA
NA;-0.8647;NA;NA;NA;NA;NA;NA
NA;-0.2823;NA;NA;NA;NA;NA;NA
NA;0.635;NA;NA;NA;NA;NA;NA
NA;0.2745;NA;NA;NA;NA;NA;NA
NA;0.4447;NA;NA;NA;NA;NA;NA
NA;0.1326;NA;NA;NA;NA;NA;NA
NA;0.1522;NA;NA;NA;NA;NA;NA
NA;-0.3983;NA;NA;NA;NA;NA;NA
NA;-0.6844;NA;NA;NA;NA;NA;NA
NA;0.3269;NA;NA;NA;NA;NA;NA
NA;-0.3407;NA;NA;NA;NA;NA;NA
NA;-0.703;NA;NA;NA;NA;NA;NA
NA;-0.1028;NA;NA;NA;NA;NA;NA
NA;-0.2677;NA;NA;NA;NA;NA;NA
NA;-0.0011;NA;NA;NA;NA;NA;NA
NA;1.2419;NA;NA;NA;NA;NA;NA
NA;0.3044;NA;NA;NA;NA;NA;NA
